date,kpi_name,logged_value,unit,frequency,kpi_threshold,client_id,logged_at
2024-08-01,on_time_performance,90.0,%,Daily,68958470d97275e03c78ebc0,2,2024-08-01T08:00:00
2024-08-01,on_time_performance,87.3,%,Daily,68958470d97275e03c78ebc0,2,2024-08-01T09:06:00
2024-08-01,on_time_performance,87.7,%,Daily,68958470d97275e03c78ebc0,2,2024-08-01T10:12:00
2024-08-01,on_time_performance,86.9,%,Daily,68958470d97275e03c78ebc0,2,2024-08-01T11:18:00
2024-08-01,on_time_performance,88.5,%,Daily,68958470d97275e03c78ebc0,2,2024-08-01T12:24:00
2024-08-01,on_time_performance,88.2,%,Daily,68958470d97275e03c78ebc0,2,2024-08-01T13:30:00
2024-08-01,on_time_performance,89.5,%,Daily,68958470d97275e03c78ebc0,2,2024-08-01T14:36:00
2024-08-01,on_time_performance,87.0,%,Daily,68958470d97275e03c78ebc0,2,2024-08-01T15:42:00
2024-08-01,on_time_performance,88.9,%,Daily,68958470d97275e03c78ebc0,2,2024-08-01T16:48:00
2024-08-01,on_time_performance,87.6,%,Daily,68958470d97275e03c78ebc0,2,2024-08-01T17:54:00
2024-08-01,flight_cancellation_rate,1.71,%,Daily,6895848ad97275e03c78ebc1,2,2024-08-01T08:00:00
2024-08-01,flight_cancellation_rate,1.92,%,Daily,6895848ad97275e03c78ebc1,2,2024-08-01T09:06:00
2024-08-01,flight_cancellation_rate,1.72,%,Daily,6895848ad97275e03c78ebc1,2,2024-08-01T10:12:00
2024-08-01,flight_cancellation_rate,1.93,%,Daily,6895848ad97275e03c78ebc1,2,2024-08-01T11:18:00
2024-08-01,flight_cancellation_rate,2.26,%,Daily,6895848ad97275e03c78ebc1,2,2024-08-01T12:24:00
2024-08-01,flight_cancellation_rate,2.2,%,Daily,6895848ad97275e03c78ebc1,2,2024-08-01T13:30:00
2024-08-01,flight_cancellation_rate,1.94,%,Daily,6895848ad97275e03c78ebc1,2,2024-08-01T14:36:00
2024-08-01,flight_cancellation_rate,2.06,%,Daily,6895848ad97275e03c78ebc1,2,2024-08-01T15:42:00
2024-08-01,flight_cancellation_rate,2.1,%,Daily,6895848ad97275e03c78ebc1,2,2024-08-01T16:48:00
2024-08-01,flight_cancellation_rate,1.59,%,Daily,6895848ad97275e03c78ebc1,2,2024-08-01T17:54:00
2024-08-01,passenger_load_factor,84.4,%,Daily,689584bbd97275e03c78ebc4,2,2024-08-01T08:00:00
2024-08-01,passenger_load_factor,84.1,%,Daily,689584bbd97275e03c78ebc4,2,2024-08-01T09:06:00
2024-08-01,passenger_load_factor,83.0,%,Daily,689584bbd97275e03c78ebc4,2,2024-08-01T10:12:00
2024-08-01,passenger_load_factor,82.6,%,Daily,689584bbd97275e03c78ebc4,2,2024-08-01T11:18:00
2024-08-01,passenger_load_factor,86.0,%,Daily,689584bbd97275e03c78ebc4,2,2024-08-01T12:24:00
2024-08-01,passenger_load_factor,83.5,%,Daily,689584bbd97275e03c78ebc4,2,2024-08-01T13:30:00
2024-08-01,passenger_load_factor,82.3,%,Daily,689584bbd97275e03c78ebc4,2,2024-08-01T14:36:00
2024-08-01,passenger_load_factor,82.0,%,Daily,689584bbd97275e03c78ebc4,2,2024-08-01T15:42:00
2024-08-01,passenger_load_factor,84.7,%,Daily,689584bbd97275e03c78ebc4,2,2024-08-01T16:48:00
2024-08-01,passenger_load_factor,83.6,%,Daily,689584bbd97275e03c78ebc4,2,2024-08-01T17:54:00
2024-08-01,baggage_mishandling_rate,6,Count,Daily,689584c6d97275e03c78ebc5,2,2024-08-01T08:00:00
2024-08-01,baggage_mishandling_rate,6,Count,Daily,689584c6d97275e03c78ebc5,2,2024-08-01T09:06:00
2024-08-01,baggage_mishandling_rate,6,Count,Daily,689584c6d97275e03c78ebc5,2,2024-08-01T10:12:00
2024-08-01,baggage_mishandling_rate,7,Count,Daily,689584c6d97275e03c78ebc5,2,2024-08-01T11:18:00
2024-08-01,baggage_mishandling_rate,6,Count,Daily,689584c6d97275e03c78ebc5,2,2024-08-01T12:24:00
2024-08-01,baggage_mishandling_rate,6,Count,Daily,689584c6d97275e03c78ebc5,2,2024-08-01T13:30:00
2024-08-01,baggage_mishandling_rate,6,Count,Daily,689584c6d97275e03c78ebc5,2,2024-08-01T14:36:00
2024-08-01,baggage_mishandling_rate,6,Count,Daily,689584c6d97275e03c78ebc5,2,2024-08-01T15:42:00
2024-08-01,baggage_mishandling_rate,6,Count,Daily,689584c6d97275e03c78ebc5,2,2024-08-01T16:48:00
2024-08-01,baggage_mishandling_rate,6,Count,Daily,689584c6d97275e03c78ebc5,2,2024-08-01T17:54:00
2024-08-01,aircraft_utilization_rate,9.1,Hours,Daily,68958562d97275e03c78ebcd,2,2024-08-01T08:00:00
2024-08-01,aircraft_utilization_rate,8.7,Hours,Daily,68958562d97275e03c78ebcd,2,2024-08-01T09:06:00
2024-08-01,aircraft_utilization_rate,8.9,Hours,Daily,68958562d97275e03c78ebcd,2,2024-08-01T10:12:00
2024-08-01,aircraft_utilization_rate,9.1,Hours,Daily,68958562d97275e03c78ebcd,2,2024-08-01T11:18:00
2024-08-01,aircraft_utilization_rate,9.1,Hours,Daily,68958562d97275e03c78ebcd,2,2024-08-01T12:24:00
2024-08-01,aircraft_utilization_rate,9.2,Hours,Daily,68958562d97275e03c78ebcd,2,2024-08-01T13:30:00
2024-08-01,aircraft_utilization_rate,9.0,Hours,Daily,68958562d97275e03c78ebcd,2,2024-08-01T14:36:00
2024-08-01,aircraft_utilization_rate,9.0,Hours,Daily,68958562d97275e03c78ebcd,2,2024-08-01T15:42:00
2024-08-01,aircraft_utilization_rate,9.1,Hours,Daily,68958562d97275e03c78ebcd,2,2024-08-01T16:48:00
2024-08-01,aircraft_utilization_rate,8.9,Hours,Daily,68958562d97275e03c78ebcd,2,2024-08-01T17:54:00
