date,kpi_name,logged_value,unit,frequency,kpi_threshold,client_id,logged_at
2025-07-01,on_time_performance,87.9,%,Daily,68958470d97275e03c78ebc0,2,2025-07-01T08:00:00
2025-07-01,on_time_performance,86.7,%,Daily,68958470d97275e03c78ebc0,2,2025-07-01T09:06:00
2025-07-01,on_time_performance,85.9,%,Daily,68958470d97275e03c78ebc0,2,2025-07-01T10:12:00
2025-07-01,on_time_performance,87.1,%,Daily,68958470d97275e03c78ebc0,2,2025-07-01T11:18:00
2025-07-01,on_time_performance,85.7,%,Daily,68958470d97275e03c78ebc0,2,2025-07-01T12:24:00
2025-07-01,on_time_performance,85.4,%,Daily,68958470d97275e03c78ebc0,2,2025-07-01T13:30:00
2025-07-01,on_time_performance,85.8,%,Daily,68958470d97275e03c78ebc0,2,2025-07-01T14:36:00
2025-07-01,on_time_performance,86.1,%,Daily,68958470d97275e03c78ebc0,2,2025-07-01T15:42:00
2025-07-01,on_time_performance,88.5,%,Daily,68958470d97275e03c78ebc0,2,2025-07-01T16:48:00
2025-07-01,on_time_performance,85.6,%,Daily,68958470d97275e03c78ebc0,2,2025-07-01T17:54:00
2025-07-01,flight_cancellation_rate,1.33,%,Daily,6895848ad97275e03c78ebc1,2,2025-07-01T08:00:00
2025-07-01,flight_cancellation_rate,1.16,%,Daily,6895848ad97275e03c78ebc1,2,2025-07-01T09:06:00
2025-07-01,flight_cancellation_rate,1.16,%,Daily,6895848ad97275e03c78ebc1,2,2025-07-01T10:12:00
2025-07-01,flight_cancellation_rate,1.5,%,Daily,6895848ad97275e03c78ebc1,2,2025-07-01T11:18:00
2025-07-01,flight_cancellation_rate,1.23,%,Daily,6895848ad97275e03c78ebc1,2,2025-07-01T12:24:00
2025-07-01,flight_cancellation_rate,1.38,%,Daily,6895848ad97275e03c78ebc1,2,2025-07-01T13:30:00
2025-07-01,flight_cancellation_rate,1.37,%,Daily,6895848ad97275e03c78ebc1,2,2025-07-01T14:36:00
2025-07-01,flight_cancellation_rate,1.5,%,Daily,6895848ad97275e03c78ebc1,2,2025-07-01T15:42:00
2025-07-01,flight_cancellation_rate,1.0,%,Daily,6895848ad97275e03c78ebc1,2,2025-07-01T16:48:00
2025-07-01,flight_cancellation_rate,1.47,%,Daily,6895848ad97275e03c78ebc1,2,2025-07-01T17:54:00
2025-07-01,passenger_load_factor,79.5,%,Daily,689584bbd97275e03c78ebc4,2,2025-07-01T08:00:00
2025-07-01,passenger_load_factor,81.2,%,Daily,689584bbd97275e03c78ebc4,2,2025-07-01T09:06:00
2025-07-01,passenger_load_factor,83.1,%,Daily,689584bbd97275e03c78ebc4,2,2025-07-01T10:12:00
2025-07-01,passenger_load_factor,80.8,%,Daily,689584bbd97275e03c78ebc4,2,2025-07-01T11:18:00
2025-07-01,passenger_load_factor,82.4,%,Daily,689584bbd97275e03c78ebc4,2,2025-07-01T12:24:00
2025-07-01,passenger_load_factor,80.7,%,Daily,689584bbd97275e03c78ebc4,2,2025-07-01T13:30:00
2025-07-01,passenger_load_factor,81.6,%,Daily,689584bbd97275e03c78ebc4,2,2025-07-01T14:36:00
2025-07-01,passenger_load_factor,81.4,%,Daily,689584bbd97275e03c78ebc4,2,2025-07-01T15:42:00
2025-07-01,passenger_load_factor,79.0,%,Daily,689584bbd97275e03c78ebc4,2,2025-07-01T16:48:00
2025-07-01,passenger_load_factor,81.1,%,Daily,689584bbd97275e03c78ebc4,2,2025-07-01T17:54:00
2025-07-01,baggage_mishandling_rate,4,Count,Daily,689584c6d97275e03c78ebc5,2,2025-07-01T08:00:00
2025-07-01,baggage_mishandling_rate,3,Count,Daily,689584c6d97275e03c78ebc5,2,2025-07-01T09:06:00
2025-07-01,baggage_mishandling_rate,5,Count,Daily,689584c6d97275e03c78ebc5,2,2025-07-01T10:12:00
2025-07-01,baggage_mishandling_rate,5,Count,Daily,689584c6d97275e03c78ebc5,2,2025-07-01T11:18:00
2025-07-01,baggage_mishandling_rate,5,Count,Daily,689584c6d97275e03c78ebc5,2,2025-07-01T12:24:00
2025-07-01,baggage_mishandling_rate,5,Count,Daily,689584c6d97275e03c78ebc5,2,2025-07-01T13:30:00
2025-07-01,baggage_mishandling_rate,3,Count,Daily,689584c6d97275e03c78ebc5,2,2025-07-01T14:36:00
2025-07-01,baggage_mishandling_rate,5,Count,Daily,689584c6d97275e03c78ebc5,2,2025-07-01T15:42:00
2025-07-01,baggage_mishandling_rate,4,Count,Daily,689584c6d97275e03c78ebc5,2,2025-07-01T16:48:00
2025-07-01,baggage_mishandling_rate,5,Count,Daily,689584c6d97275e03c78ebc5,2,2025-07-01T17:54:00
2025-07-01,aircraft_utilization_rate,8.8,Hours,Daily,68958562d97275e03c78ebcd,2,2025-07-01T08:00:00
2025-07-01,aircraft_utilization_rate,8.8,Hours,Daily,68958562d97275e03c78ebcd,2,2025-07-01T09:06:00
