date,kpi_name,logged_value,unit,frequency,kpi_threshold,client_id,logged_at
2024-12-01,on_time_performance,89.6,%,Daily,68958470d97275e03c78ebc0,2,2024-12-01T08:00:00
2024-12-01,on_time_performance,88.5,%,Daily,68958470d97275e03c78ebc0,2,2024-12-01T09:06:00
2024-12-01,on_time_performance,89.8,%,Daily,68958470d97275e03c78ebc0,2,2024-12-01T10:12:00
2024-12-01,on_time_performance,88.7,%,Daily,68958470d97275e03c78ebc0,2,2024-12-01T11:18:00
2024-12-01,on_time_performance,90.2,%,Daily,68958470d97275e03c78ebc0,2,2024-12-01T12:24:00
2024-12-01,on_time_performance,87.4,%,Daily,68958470d97275e03c78ebc0,2,2024-12-01T13:30:00
2024-12-01,on_time_performance,88.5,%,Daily,68958470d97275e03c78ebc0,2,2024-12-01T14:36:00
2024-12-01,on_time_performance,88.8,%,Daily,68958470d97275e03c78ebc0,2,2024-12-01T15:42:00
2024-12-01,on_time_performance,91.0,%,Daily,68958470d97275e03c78ebc0,2,2024-12-01T16:48:00
2024-12-01,on_time_performance,92.0,%,Daily,68958470d97275e03c78ebc0,2,2024-12-01T17:54:00
2024-12-01,flight_cancellation_rate,0.94,%,Daily,6895848ad97275e03c78ebc1,2,2024-12-01T08:00:00
2024-12-01,flight_cancellation_rate,1.06,%,Daily,6895848ad97275e03c78ebc1,2,2024-12-01T09:06:00
2024-12-01,flight_cancellation_rate,1.25,%,Daily,6895848ad97275e03c78ebc1,2,2024-12-01T10:12:00
2024-12-01,flight_cancellation_rate,1.28,%,Daily,6895848ad97275e03c78ebc1,2,2024-12-01T11:18:00
2024-12-01,flight_cancellation_rate,1.73,%,Daily,6895848ad97275e03c78ebc1,2,2024-12-01T12:24:00
2024-12-01,flight_cancellation_rate,1.3,%,Daily,6895848ad97275e03c78ebc1,2,2024-12-01T13:30:00
2024-12-01,flight_cancellation_rate,1.19,%,Daily,6895848ad97275e03c78ebc1,2,2024-12-01T14:36:00
2024-12-01,flight_cancellation_rate,1.35,%,Daily,6895848ad97275e03c78ebc1,2,2024-12-01T15:42:00
2024-12-01,flight_cancellation_rate,1.05,%,Daily,6895848ad97275e03c78ebc1,2,2024-12-01T16:48:00
2024-12-01,flight_cancellation_rate,0.94,%,Daily,6895848ad97275e03c78ebc1,2,2024-12-01T17:54:00
2024-12-01,passenger_load_factor,83.4,%,Daily,689584bbd97275e03c78ebc4,2,2024-12-01T08:00:00
2024-12-01,passenger_load_factor,86.6,%,Daily,689584bbd97275e03c78ebc4,2,2024-12-01T09:06:00
