date,kpi_name,logged_value,unit,frequency,kpi_threshold,client_id,logged_at
2024-10-01,on_time_performance,90.2,%,Daily,68958470d97275e03c78ebc0,2,2024-10-01T08:00:00
2024-10-01,on_time_performance,91.7,%,Daily,68958470d97275e03c78ebc0,2,2024-10-01T09:06:00
2024-10-01,on_time_performance,90.7,%,Daily,68958470d97275e03c78ebc0,2,2024-10-01T10:12:00
2024-10-01,on_time_performance,88.3,%,Daily,68958470d97275e03c78ebc0,2,2024-10-01T11:18:00
2024-10-01,on_time_performance,86.7,%,Daily,68958470d97275e03c78ebc0,2,2024-10-01T12:24:00
2024-10-01,on_time_performance,86.7,%,Daily,68958470d97275e03c78ebc0,2,2024-10-01T13:30:00
2024-10-01,on_time_performance,86.8,%,Daily,68958470d97275e03c78ebc0,2,2024-10-01T14:36:00
2024-10-01,on_time_performance,88.0,%,Daily,68958470d97275e03c78ebc0,2,2024-10-01T15:42:00
2024-10-01,on_time_performance,90.0,%,Daily,68958470d97275e03c78ebc0,2,2024-10-01T16:48:00
2024-10-01,on_time_performance,91.3,%,Daily,68958470d97275e03c78ebc0,2,2024-10-01T17:54:00
2024-10-01,flight_cancellation_rate,0.49,%,Daily,6895848ad97275e03c78ebc1,2,2024-10-01T08:00:00
2024-10-01,flight_cancellation_rate,0.79,%,Daily,6895848ad97275e03c78ebc1,2,2024-10-01T09:06:00
2024-10-01,flight_cancellation_rate,0.68,%,Daily,6895848ad97275e03c78ebc1,2,2024-10-01T10:12:00
2024-10-01,flight_cancellation_rate,1.16,%,Daily,6895848ad97275e03c78ebc1,2,2024-10-01T11:18:00
2024-10-01,flight_cancellation_rate,1.09,%,Daily,6895848ad97275e03c78ebc1,2,2024-10-01T12:24:00
2024-10-01,flight_cancellation_rate,0.9,%,Daily,6895848ad97275e03c78ebc1,2,2024-10-01T13:30:00
2024-10-01,flight_cancellation_rate,0.75,%,Daily,6895848ad97275e03c78ebc1,2,2024-10-01T14:36:00
2024-10-01,flight_cancellation_rate,0.77,%,Daily,6895848ad97275e03c78ebc1,2,2024-10-01T15:42:00
2024-10-01,flight_cancellation_rate,0.84,%,Daily,6895848ad97275e03c78ebc1,2,2024-10-01T16:48:00
2024-10-01,flight_cancellation_rate,0.5,%,Daily,6895848ad97275e03c78ebc1,2,2024-10-01T17:54:00
2024-10-01,passenger_load_factor,82.7,%,Daily,689584bbd97275e03c78ebc4,2,2024-10-01T08:00:00
2024-10-01,passenger_load_factor,84.2,%,Daily,689584bbd97275e03c78ebc4,2,2024-10-01T09:06:00
2024-10-01,passenger_load_factor,83.5,%,Daily,689584bbd97275e03c78ebc4,2,2024-10-01T10:12:00
2024-10-01,passenger_load_factor,85.9,%,Daily,689584bbd97275e03c78ebc4,2,2024-10-01T11:18:00
2024-10-01,passenger_load_factor,86.5,%,Daily,689584bbd97275e03c78ebc4,2,2024-10-01T12:24:00
2024-10-01,passenger_load_factor,87.0,%,Daily,689584bbd97275e03c78ebc4,2,2024-10-01T13:30:00
2024-10-01,passenger_load_factor,83.8,%,Daily,689584bbd97275e03c78ebc4,2,2024-10-01T14:36:00
2024-10-01,passenger_load_factor,85.8,%,Daily,689584bbd97275e03c78ebc4,2,2024-10-01T15:42:00
2024-10-01,passenger_load_factor,83.0,%,Daily,689584bbd97275e03c78ebc4,2,2024-10-01T16:48:00
2024-10-01,passenger_load_factor,84.9,%,Daily,689584bbd97275e03c78ebc4,2,2024-10-01T17:54:00
2024-10-01,baggage_mishandling_rate,3,Count,Daily,689584c6d97275e03c78ebc5,2,2024-10-01T08:00:00
2024-10-01,baggage_mishandling_rate,3,Count,Daily,689584c6d97275e03c78ebc5,2,2024-10-01T09:06:00
2024-10-01,baggage_mishandling_rate,3,Count,Daily,689584c6d97275e03c78ebc5,2,2024-10-01T10:12:00
2024-10-01,baggage_mishandling_rate,3,Count,Daily,689584c6d97275e03c78ebc5,2,2024-10-01T11:18:00
2024-10-01,baggage_mishandling_rate,4,Count,Daily,689584c6d97275e03c78ebc5,2,2024-10-01T12:24:00
2024-10-01,baggage_mishandling_rate,3,Count,Daily,689584c6d97275e03c78ebc5,2,2024-10-01T13:30:00
2024-10-01,baggage_mishandling_rate,3,Count,Daily,689584c6d97275e03c78ebc5,2,2024-10-01T14:36:00
2024-10-01,baggage_mishandling_rate,2,Count,Daily,689584c6d97275e03c78ebc5,2,2024-10-01T15:42:00
2024-10-01,baggage_mishandling_rate,2,Count,Daily,689584c6d97275e03c78ebc5,2,2024-10-01T16:48:00
2024-10-01,baggage_mishandling_rate,2,Count,Daily,689584c6d97275e03c78ebc5,2,2024-10-01T17:54:00
2024-10-01,aircraft_utilization_rate,9.4,Hours,Daily,68958562d97275e03c78ebcd,2,2024-10-01T08:00:00
2024-10-01,aircraft_utilization_rate,9.4,Hours,Daily,68958562d97275e03c78ebcd,2,2024-10-01T09:06:00
2024-10-01,aircraft_utilization_rate,9.2,Hours,Daily,68958562d97275e03c78ebcd,2,2024-10-01T10:12:00
2024-10-01,aircraft_utilization_rate,9.4,Hours,Daily,68958562d97275e03c78ebcd,2,2024-10-01T11:18:00
2024-10-01,aircraft_utilization_rate,9.2,Hours,Daily,68958562d97275e03c78ebcd,2,2024-10-01T12:24:00
2024-10-01,aircraft_utilization_rate,9.2,Hours,Daily,68958562d97275e03c78ebcd,2,2024-10-01T13:30:00
2024-10-01,aircraft_utilization_rate,9.3,Hours,Daily,68958562d97275e03c78ebcd,2,2024-10-01T14:36:00
2024-10-01,aircraft_utilization_rate,9.1,Hours,Daily,68958562d97275e03c78ebcd,2,2024-10-01T15:42:00
2024-10-01,aircraft_utilization_rate,9.2,Hours,Daily,68958562d97275e03c78ebcd,2,2024-10-01T16:48:00
2024-10-01,aircraft_utilization_rate,8.9,Hours,Daily,68958562d97275e03c78ebcd,2,2024-10-01T17:54:00
2024-10-01,average_delay_per_flight,9.3,Minutes,Daily,689584dfd97275e03c78ebc7,2,2024-10-01T08:00:00
2024-10-01,average_delay_per_flight,13.8,Minutes,Daily,689584dfd97275e03c78ebc7,2,2024-10-01T09:06:00
2024-10-01,average_delay_per_flight,20.8,Minutes,Daily,689584dfd97275e03c78ebc7,2,2024-10-01T10:12:00
2024-10-01,average_delay_per_flight,24.1,Minutes,Daily,689584dfd97275e03c78ebc7,2,2024-10-01T11:18:00
2024-10-01,average_delay_per_flight,21.6,Minutes,Daily,689584dfd97275e03c78ebc7,2,2024-10-01T12:24:00
2024-10-01,average_delay_per_flight,21.4,Minutes,Daily,689584dfd97275e03c78ebc7,2,2024-10-01T13:30:00
2024-10-01,average_delay_per_flight,22.6,Minutes,Daily,689584dfd97275e03c78ebc7,2,2024-10-01T14:36:00
2024-10-01,average_delay_per_flight,20.2,Minutes,Daily,689584dfd97275e03c78ebc7,2,2024-10-01T15:42:00
2024-10-01,average_delay_per_flight,13.6,Minutes,Daily,689584dfd97275e03c78ebc7,2,2024-10-01T16:48:00
2024-10-01,average_delay_per_flight,9.3,Minutes,Daily,689584dfd97275e03c78ebc7,2,2024-10-01T17:54:00
2024-10-01,check_in_counter_wait_time,4.9,Minutes,Daily,6895854fd97275e03c78ebcc,2,2024-10-01T08:00:00
2024-10-01,check_in_counter_wait_time,5.6,Minutes,Daily,6895854fd97275e03c78ebcc,2,2024-10-01T09:06:00
2024-10-01,check_in_counter_wait_time,7.4,Minutes,Daily,6895854fd97275e03c78ebcc,2,2024-10-01T10:12:00
2024-10-01,check_in_counter_wait_time,11.1,Minutes,Daily,6895854fd97275e03c78ebcc,2,2024-10-01T11:18:00
2024-10-01,check_in_counter_wait_time,11.1,Minutes,Daily,6895854fd97275e03c78ebcc,2,2024-10-01T12:24:00
2024-10-01,check_in_counter_wait_time,11.8,Minutes,Daily,6895854fd97275e03c78ebcc,2,2024-10-01T13:30:00
2024-10-01,check_in_counter_wait_time,11.5,Minutes,Daily,6895854fd97275e03c78ebcc,2,2024-10-01T14:36:00
2024-10-01,check_in_counter_wait_time,7.5,Minutes,Daily,6895854fd97275e03c78ebcc,2,2024-10-01T15:42:00
