date,kpi_name,logged_value,unit,frequency,kpi_threshold,client_id,logged_at
2024-09-01,on_time_performance,90.3,%,Daily,68958470d97275e03c78ebc0,2,2024-09-01T08:00:00
2024-09-01,on_time_performance,90.5,%,Daily,68958470d97275e03c78ebc0,2,2024-09-01T09:06:00
2024-09-01,on_time_performance,88.6,%,Daily,68958470d97275e03c78ebc0,2,2024-09-01T10:12:00
2024-09-01,on_time_performance,88.1,%,Daily,68958470d97275e03c78ebc0,2,2024-09-01T11:18:00
2024-09-01,on_time_performance,88.4,%,Daily,68958470d97275e03c78ebc0,2,2024-09-01T12:24:00
2024-09-01,on_time_performance,89.5,%,Daily,68958470d97275e03c78ebc0,2,2024-09-01T13:30:00
2024-09-01,on_time_performance,88.5,%,Daily,68958470d97275e03c78ebc0,2,2024-09-01T14:36:00
2024-09-01,on_time_performance,88.8,%,Daily,68958470d97275e03c78ebc0,2,2024-09-01T15:42:00
2024-09-01,on_time_performance,89.0,%,Daily,68958470d97275e03c78ebc0,2,2024-09-01T16:48:00
2024-09-01,on_time_performance,89.4,%,Daily,68958470d97275e03c78ebc0,2,2024-09-01T17:54:00
2024-09-01,flight_cancellation_rate,0.9,%,Daily,6895848ad97275e03c78ebc1,2,2024-09-01T08:00:00
2024-09-01,flight_cancellation_rate,1.42,%,Daily,6895848ad97275e03c78ebc1,2,2024-09-01T09:06:00
2024-09-01,flight_cancellation_rate,1.53,%,Daily,6895848ad97275e03c78ebc1,2,2024-09-01T10:12:00
2024-09-01,flight_cancellation_rate,1.33,%,Daily,6895848ad97275e03c78ebc1,2,2024-09-01T11:18:00
2024-09-01,flight_cancellation_rate,1.47,%,Daily,6895848ad97275e03c78ebc1,2,2024-09-01T12:24:00
2024-09-01,flight_cancellation_rate,1.2,%,Daily,6895848ad97275e03c78ebc1,2,2024-09-01T13:30:00
2024-09-01,flight_cancellation_rate,1.68,%,Daily,6895848ad97275e03c78ebc1,2,2024-09-01T14:36:00
2024-09-01,flight_cancellation_rate,1.59,%,Daily,6895848ad97275e03c78ebc1,2,2024-09-01T15:42:00
2024-09-01,flight_cancellation_rate,1.22,%,Daily,6895848ad97275e03c78ebc1,2,2024-09-01T16:48:00
2024-09-01,flight_cancellation_rate,0.91,%,Daily,6895848ad97275e03c78ebc1,2,2024-09-01T17:54:00
2024-09-01,passenger_load_factor,83.8,%,Daily,689584bbd97275e03c78ebc4,2,2024-09-01T08:00:00
2024-09-01,passenger_load_factor,83.4,%,Daily,689584bbd97275e03c78ebc4,2,2024-09-01T09:06:00
2024-09-01,passenger_load_factor,83.4,%,Daily,689584bbd97275e03c78ebc4,2,2024-09-01T10:12:00
2024-09-01,passenger_load_factor,82.8,%,Daily,689584bbd97275e03c78ebc4,2,2024-09-01T11:18:00
2024-09-01,passenger_load_factor,84.5,%,Daily,689584bbd97275e03c78ebc4,2,2024-09-01T12:24:00
2024-09-01,passenger_load_factor,84.7,%,Daily,689584bbd97275e03c78ebc4,2,2024-09-01T13:30:00
2024-09-01,passenger_load_factor,85.1,%,Daily,689584bbd97275e03c78ebc4,2,2024-09-01T14:36:00
2024-09-01,passenger_load_factor,84.1,%,Daily,689584bbd97275e03c78ebc4,2,2024-09-01T15:42:00
2024-09-01,passenger_load_factor,82.8,%,Daily,689584bbd97275e03c78ebc4,2,2024-09-01T16:48:00
2024-09-01,passenger_load_factor,85.0,%,Daily,689584bbd97275e03c78ebc4,2,2024-09-01T17:54:00
2024-09-01,baggage_mishandling_rate,4,Count,Daily,689584c6d97275e03c78ebc5,2,2024-09-01T08:00:00
2024-09-01,baggage_mishandling_rate,4,Count,Daily,689584c6d97275e03c78ebc5,2,2024-09-01T09:06:00
2024-09-01,baggage_mishandling_rate,4,Count,Daily,689584c6d97275e03c78ebc5,2,2024-09-01T10:12:00
